id,screen_area,feature,user_story,expected_behaviour,source_refs,status,test_method,test_result,error_type,error_detail,fix_summary,fix_refs,retest_result
POR08,Portal,Portal documents,"As a guest, I want to read shared spec docs, so that I get context.",Rendered if docs exist; title + sanitized HTML; empty body → 'No content'.,PortalPage.tsx:110-129,tested,code-trace of cited path:line,pass,none,,,,
POR09,Portal,Submit an issue (guest),"As a guest with submit permission, I want to report an issue, so that the owner gets my feedback.","Only if caps include submit; expandable form (title req, desc, severity, related-task free-text); success clears+collapses+'Reported'; 'Related task' is an opaque raw-id/ref field for a layperson.","PortalPage.tsx:37,131-145;SubmitIssue.tsx:26-243",error,code-trace of cited path:line,fail,ux:you-are-not-the-user,"""Related task"" is an opaque raw-id/ref field for a layperson",,,
POR10,Portal,Submit error/permission,"As a guest, I want clear feedback when submit fails, so that I know what to do.",401→back to gate; 429→rate-limit message; 400→field error; but 403 forbidden silently hides the whole form with no explanation.,SubmitIssue.tsx:72-99;portal.ts:235-278,error,code-trace of cited path:line,fail,ux:states-are-features,Submit 403 silently hides the whole form with no explanation,,,
POR11,Portal,My reported issues,"As a guest, I want to see my submissions and their triage status, so that I know if the owner acted.",Loading/empty/error; status badges; updates on refetch; unauthorized silently blanks the section.,SubmissionsList.tsx:54-117,tested,code-trace of cited path:line,pass,none,,,,
HOM01,Home,Projects list,"As an owner, I want to see all my workspaces, so that I pick one to work in.",Loading/error/empty ('No projects yet. Create one above.'); grid of cards linking to overview.,"routes/index.tsx:11,32-99",tested,code-trace of cited path:line,pass,none,,,,
HOM02,Home,Create project,"As an owner, I want to create a project by name, so that I start planning.",Inline form; empty blocked; 'Creating…'; success clears+toast+refetch; failure red alert (good).,routes/index.tsx:15-72;queries.ts:110-118,tested,code-trace of cited path:line,pass,none,,,,
OVW01,Overview,Load project,"As a user, I want the project to load reliably, so that I see state or a clear failure.",Loading/error/not-found present.,"routes/projects.$id.overview.tsx:30,62-72",tested,code-trace of cited path:line,pass,none,,,,
OVW02,Overview,Rename project inline,"As an owner, I want to rename a project in place, so that I fix its title fast.","Pencil appears only on header hover/focus; Enter/blur commits, Escape reverts; a real user needs a discoverable trigger + failure signal — trigger is hover-only and patch failure is silent.","routes/projects.$id.overview.tsx:33,45-128;queries.ts:222-232",error,code-trace of cited path:line,fail,ux:hidden-affordance,Rename pencil hover/focus-only; patch failure silent,,,
OVW03,Overview,Delete project,"As an owner, I want to delete a project with a guard, so that I don't lose work.",ConfirmDialog names the project + 'cannot be undone'; success navigates home; on failure the dialog stays with no message (silent).,"routes/projects.$id.overview.tsx:34,129-140,265-280;queries.ts:234-242",retested-pass,code-trace of cited path:line,fail,ux:states-are-features,Delete-project failure silent; dialog stays with no message,Global MutationCache onError fallback toast surfaces the failure (skips mutations that own onError),src/lib/query-client.ts;src/main.tsx,"pass (build+test green, +3 tests)"
OVW04,Overview,Progress at a glance,"As a user, I want a status summary, so that I gauge state without opening the board.",Progress bar done/total + 5 status tiles + 'Open board' link.,"routes/projects.$id.overview.tsx:19-25,148-186",tested,code-trace of cited path:line,pass,none,,,,
OVW05,Overview,Goals summary,"As a user, I want my top goals surfaced, so that I jump to what needs attention.","Up to 5 goals incomplete-first, link to goals; empty 'No goals yet.'; BUT goals loading/error is masked as the empty state (a failed fetch looks like 'none').","routes/projects.$id.overview.tsx:31,77-80,204-223",retested-pass,code-trace of cited path:line,fail,ux:states-are-features,Goals loading/error masked as empty state,Added explicit loading + error branches; no longer masked as empty,routes/projects.$id.overview.tsx,"pass (build+test green, +3 tests)"
OVW06,Overview,Recent documents,"As a user, I want recent docs surfaced, so that I reopen them quickly.",Up to 6 docs by updated_at; empty 'No documents yet.'; docs loading/error masked as empty.,"routes/projects.$id.overview.tsx:32,82-84,233-263",retested-pass,code-trace of cited path:line,fail,ux:states-are-features,Recent-docs loading/error masked as empty state,Added explicit loading + error branches; no longer masked as empty,routes/projects.$id.overview.tsx,"pass (build+test green, +3 tests)"
GOA01,Goals,Goals list + selection,"As a user, I want to browse and open goals, so that I inspect/manage them.",Loading/error/empty; left list with status badge + acceptance indicator; default selects first goal.,"components/goals/GoalsPanel.tsx:26-82,180-221",tested,code-trace of cited path:line,pass,none,,,,
GOA02,Goals,Create goal,"As an owner, I want to define a goal (objective + optional verification), so that I hand it to agents.",Dialog: objective required; verification_surface must be valid JSON; success selects new goal+toast; server error inline; 'verification_surface' is agent jargon for a human.,"components/goals/GoalsPanel.tsx:37-70,109-178",tested,code-trace of cited path:line,pass,none,,,,
GOA03,Goals,Goal detail view,"As a user, I want to read a goal's contract, so that I understand scope + gate.","Objective/status/pretty-printed verification surface + optional fields; heavy agent jargon (gate_command, sign_off).",components/goals/GoalDetail.tsx:40-207;goal-ui.tsx:53-88,tested,code-trace of cited path:line,pass,none,,,,
GOA04,Goals,Goal cycle tasks,"As a user, I want to see the goal's tasks, so that I know why it can/can't complete.",Read-only list w/ disabled chips; empty 'No cycle tasks.'; 'Edit tasks on Board' link.,components/goals/GoalDetail.tsx:209-235,tested,code-trace of cited path:line,pass,none,,,,
GOA05,Goals,Pause / Resume goal,"As an owner, I want to pause/resume a goal, so that agents stop/continue.","Pause only when active, Resume only when paused; disabled while pending; success toast; mapped error text (good).","components/goals/GoalDetail.tsx:109-110,240-279;queries.ts:569-587",tested,code-trace of cited path:line,pass,none,,,,
GOA06,Goals,Complete goal (sign-off/mark/gate),"As an owner, I want to complete a goal appropriately for its surface, so that it closes with evidence.",human_sign_off → approver dialog; null surface → mark-complete confirm; gate/checklist surfaces show NO complete button and no in-UI hint that completion is runner-only.,"components/goals/GoalDetail.tsx:117-156,280-374",error,code-trace of cited path:line,fail,ux:hidden-affordance,gate/checklist goals show no complete button and no hint completion is runner-only,,,
NAV01,Layout,Sidebar workspace switcher,"As a user, I want to switch workspace, so that I move between orgs.","Renders a badge + name + double-chevron that IMPLIES a dropdown, but it's a plain div with no handler — the affordance is dead and switches nothing.",components/layout/Sidebar.tsx:133-147,retested-pass,code-trace of cited path:line,fail,logic,Sidebar workspace switcher shows a dropdown chevron but is a plain div with no handler — dead control,Sidebar .ws is now a Link to / ; misleading dropdown chevron removed,components/layout/Sidebar.tsx;components/layout/shell.css,"pass (build+test green, +3 tests)"
NAV02,Layout,Sidebar project nav,"As a user, I want section nav, so that I move around a project.",Projects link when none selected; project name (or '…' while loading) + Plan/Workspace groups; active route highlighted.,"components/layout/Sidebar.tsx:14-124,148-162",tested,code-trace of cited path:line,pass,none,,,,
NAV03,Layout,Sidebar search + settings,"As a user, I want quick command/search + settings, so that I jump anywhere.",'Search…' with ⌘K opens command menu; gear links to /settings/members.,"components/layout/Sidebar.tsx:129,163-182",tested,code-trace of cited path:line,pass,none,,,,
NAV04,Layout,Breadcrumb,"As a user, I want to know where I am, so that I keep context.",project name + view label; while project loads the name renders empty (no placeholder).,routes/__root.tsx:9-69,error,code-trace of cited path:line,fail,ux:states-are-features,Breadcrumb project name renders empty while loading (no placeholder),,,
NAV05,Layout,Command menu open+search,"As a user, I want a keyboard palette, so that I act without the mouse.",⌘K opens globally; filter; 'No results found.',components/layout/CommandMenu.tsx:63-96,tested,code-trace of cited path:line,pass,none,,,,
NAV06,Layout,Command menu navigate,"As a user, I want to jump between project views, so that I move fast.",Navigate group lists views but OMITS Documents (sidebar has it) — an inconsistency.,components/layout/CommandMenu.tsx:54-114,error,code-trace of cited path:line,fail,ux:consistency,Command-menu Navigate omits Documents though sidebar lists it,,,
NAV07,Layout,Command menu projects+settings,"As a user, I want to switch projects/settings from the palette, so that I don't hunt.",All-projects + each project + Members/MCP; no loading/empty affordance inside the palette.,"components/layout/CommandMenu.tsx:68,116-161",tested,code-trace of cited path:line,pass,none,,,,
ACC01,Account,Org display + role,"As a member/admin/owner, I want to see my active org + role, so that I know my context.",Switcher when >1 org (current disabled+✓); plain text when 1; role badge display-only; nothing when no session.,components/auth/AccountMenu.tsx:23-64;api.ts:707-715,tested,code-trace of cited path:line,pass,none,,,,
ACC02,Account,Switch organization,"As a multi-org user, I want to switch active org, so that I work in the right one.",setActiveOrganization then invalidate all queries; current/pending disabled; on failure NO error surfaced (silent).,components/auth/AccountMenu.tsx:32-59;auth.ts:52-60,retested-pass,code-trace of cited path:line,fail,ux:states-are-features,Org-switch failure not surfaced,Global MutationCache onError fallback toast surfaces the failure (skips mutations that own onError),src/lib/query-client.ts;src/main.tsx,"pass (build+test green, +3 tests)"
ACC03,Account,Sign out,"As a browser-session user, I want to sign out, so that I end my session.",'Sign out' only when kind==='session'; success clears cookie + invalidates; on failure NO error surfaced.,components/auth/AccountMenu.tsx:64-77;auth.ts:41-50,retested-pass,code-trace of cited path:line,fail,ux:states-are-features,Logout failure not surfaced,Global MutationCache onError fallback toast surfaces the failure (skips mutations that own onError),src/lib/query-client.ts;src/main.tsx,"pass (build+test green, +3 tests)"
AUTH01,Auth,GitHub sign-in,"As a signed-out visitor, I want to sign in with GitHub, so that I reach my workspace.",Branded card; 'Continue with GitHub'→'Redirecting…'; reassurance line; on start-failure inline error; BUT if useAuthMethods fetch fails (retry:false) the card shows only a heading with no CTA and no error.,components/auth/SignInPage.tsx:15-84;auth.ts:19-39,error,code-trace of cited path:line,fail,ux:states-are-features,"If useAuthMethods fetch fails the card shows only a heading — no CTA, no error",,,
AUTH02,Auth,No-GitHub token fallback,"As a visitor on a non-GitHub instance, I want authentication guidance, so that I can still connect.",Shows instructions to mint a token + use plandesk connect; no in-UI token entry; heavy CLI jargon for a first-timer.,components/auth/SignInPage.tsx:71-80,error,code-trace of cited path:line,fail,ux:you-are-not-the-user,Token fallback is heavy CLI jargon; no in-UI token entry,,,
AUTH03,Auth,Invite claim preview,"As an invited teammate, I want to see which org/role I'm joining, so that I trust the link.",Rootless page previews 'Join {org} as {role}'; loading + not-found + already-used states present (good).,components/auth/InvitePage.tsx:30-115;routes/invite.$invitationId.tsx:1-11,tested,code-trace of cited path:line,pass,none,,,,
AUTH04,Auth,Invite claim accept,"As an invited teammate, I want to sign in and accept, so that I join the org.","Signed-out→GitHub returning to /invite/:id; signed-in→Accept→reload to /; error states 410/403/401 mapped; wrong-account (403) only surfaces at accept-time, not preview.",components/auth/InvitePage.tsx:43-151;api.ts:543-552,tested,code-trace of cited path:line,pass,none,,,,
SET01,Settings,Settings tab nav,"As a signed-in user, I want to move between Members and MCP, so that I find both.",Both routes show Members ↔ MCP/CLI-token nav with active state; no /settings index/redirect.,routes/settings.members.tsx:14-24;routes/settings.mcp.tsx:14-24,tested,code-trace of cited path:line,pass,none,,,,
SET02,Settings,Generate CLI token,"As an owner, I want to mint an org-wide CLI token, so that plandesk login works.",'Generate CLI token'→'Generating…'; success reveals one-time token + login instructions; error alert 'may need owner access' (good).,components/settings/CliToken.tsx:7-84;queries.ts:460-464,tested,code-trace of cited path:line,pass,none,,,,
SET03,Settings,Copy CLI token,"As an owner, I want to copy the token, so that I paste it into the CLI.","Copy writes to clipboard, flips to 'Copied'; clipboard rejection is unhandled (silent) and 'Copied' never reverts.","components/settings/CliToken.tsx:19-25,71-82",retested-pass,code-trace of cited path:line,fail,ux:states-are-features,"Copy token: clipboard rejection unhandled; ""Copied"" never resets",Clipboard write try/catch + error toast + 'Copied' resets after 1.5s,components/settings/CliToken.tsx,"pass (build+test green, +3 tests)"
SET04,Settings,MCP setup page,"As an owner/agent operator, I want MCP connection guidance, so that I wire an agent.","Route titled 'MCP Settings' with a subtitle promising agent connection, but the body is ONLY the CLI-token card — there is no MCP config/copy block; the promised feature effectively doesn't exist.",routes/settings.mcp.tsx:4-35,retested-pass,code-trace of cited path:line,fail,logic,MCP Settings promises agent/MCP setup but body is only the CLI-token card; no MCP config,Added 'Connect an agent (MCP)' card with copyable login/connect commands + docs link,routes/settings.mcp.tsx,"pass (build+test green, +3 tests)"
SET05,Settings,List org members,"As an owner/admin/member, I want to see the roster, so that I know who belongs.",Session loading + no-org alert; members loading/error/empty; rows show name/email/role.,components/settings/Members.tsx:18-114;queries.ts:466-472,tested,code-trace of cited path:line,pass,none,,,,
SET06,Settings,Invite teammate,"As an owner/admin, I want to create a claim link for an email+role, so that I add teammates.","Invite card only for owner/admin (member sees no card, no explanatory copy); role Member/Admin only; success reveals claim link; 403 + generic errors (good).","components/settings/Members.tsx:22,32-166;api.ts:493-527",tested,code-trace of cited path:line,pass,none,,,,
SET07,Settings,Copy invite claim link,"As an owner/admin, I want to copy the claim URL, so that I hand it to the invitee.",Copy → 'Copied' (never resets); clipboard rejection unhandled (silent).,"components/settings/Members.tsx:51-57,168-195",retested-pass,code-trace of cited path:line,fail,ux:states-are-features,"Copy invite link: clipboard rejection unhandled; ""Copied"" never resets",Clipboard write try/catch + error toast + 'Copied' resets after 1.5s,components/settings/Members.tsx,"pass (build+test green, +3 tests)"
NOT01,Notes,Browse notes,"As a project member, I want to see all working notes, so that I find scratch context I saved earlier.",Loading/error/not-found/empty ('No notes yet. Create one…') all present; cards show title + stripped preview + relative time.,routes/projects.$id.notes.index.tsx:83-207,tested,code-trace of cited path:line,pass,none,,,,
NOT02,Notes,Create note,"As a member, I want to create a titled note, so that I start capturing findings.",Dialog with title (autofocus); empty blocked; 'Creating…'; inline error on failure; success toast + navigate to new note (good).,routes/projects.$id.notes.index.tsx:62-176,tested,code-trace of cited path:line,pass,none,,,,
NOT03,Notes,Read/edit note,"As a member, I want to read a note and switch to editing, so that I revise in place.",Reader/Edit tabs; empty note auto-opens Edit; save error alert; Delete button only rendered in Edit mode (hidden affordance for a reader who wants to delete).,routes/projects.$id.notes.$noteId.tsx:27-97;components/notes/NoteEditor.tsx:53-86,error,code-trace of cited path:line,fail,ux:hidden-affordance,Delete button only rendered in Edit mode; a reader cannot delete,,,
NOT04,Notes,Autosave note,"As a member, I want edits saved automatically, so that I don't lose work or click Save.","1s debounce/5s maxWait, ⌘S + unmount + tab-close flush; status pill Saved/Unsaved/Saving/retry (good).",components/notes/NoteEditor.tsx:44-99;useAutosave.ts:22-126,tested,code-trace of cited path:line,pass,none,,,,
NOT05,Notes,Delete note,"As a member, I want to delete a note with a safeguard, so that I don't remove it by accident.","Confirm dialog (note+comments deleted, cannot be undone); busy state; success toast + navigate (good).",components/notes/NoteEditor.tsx:71-113,tested,code-trace of cited path:line,pass,none,,,,
SHR01,Share,Mint share link — task,"As an owner, I want a public read-only link to a task, so that an outside agent/person reads it as Markdown.","Share dialog; TTL 24h/7d/Never; 'Creating…'; on failure only a transient toast (no persistent/inline error, no retry); success shows URL + expiry; 'agent-ready Markdown' is jargon.",components/share/ShareButton.tsx:30-107;board/TaskDrawer.tsx:146;api.ts:296-306,error,code-trace of cited path:line,fail,ux:states-are-features,Share-create failure is a transient toast only; no persistent/inline error or retry,,,
SHR02,Share,Mint share link — document,"As an owner, I want a public read-only link to a document, so that I share a spec externally.",Same ShareButton kind=document; but Share is only visible in the doc's Edit mode — a reader can't share.,components/share/ShareButton.tsx:82-86;docs/DocumentEditor.tsx:84;api.ts:308-310,error,code-trace of cited path:line,fail,ux:hidden-affordance,Doc Share only visible in Edit mode; a reader cannot share,,,
SHR03,Share,Copy share URL,"As an owner, I want to copy the minted link, so that I paste it to a recipient.","Copy + toast + 1.5s check; read-only URL auto-selects; BUT it copies markdown_url (the .md URL) not the human-friendly result.url, which may confuse a recipient expecting a normal page.",components/share/ShareButton.tsx:57-135;api.ts:298-302,retested-pass,code-trace of cited path:line,fail,ux:match-mental-model,Copy copies markdown_url (.md) not human result.url,Copy now uses the human page URL (result.url) not the .md url,components/share/ShareButton.tsx,"pass (build+test green, +3 tests)"
CMT01,Comments,Comments rail (doc/note),"As a member, I want a comments panel beside content, so that I leave/read feedback for a teammate or agent.","Header 'Comments · N open'; loading/error/empty; open always shown, resolved collapsible; sanitized HTML bodies; wired on docs + notes.",components/docs/CommentsPanel.tsx:114-335,tested,code-trace of cited path:line,pass,none,,,,
CMT02,Comments,Add rich comment,"As a reviewer, I want a formatted comment with images, so that my feedback is clear.",Rich composer; Comment disabled unless content; success toast + clear; inline error on failure (good).,components/docs/CommentsPanel.tsx:127-266,tested,code-trace of cited path:line,pass,none,,,,
CMT03,Comments,Attach passage to comment,"As a reviewer, I want to quote the exact text, so that context is unambiguous.",'Attach selection' captures a quoted chip; if nothing is selected the button silently no-ops with no feedback telling the user to select text first.,"components/docs/CommentsPanel.tsx:42-45,150-171,218-251",error,code-trace of cited path:line,fail,ux:states-are-features,"""Attach selection"" silently no-ops when nothing selected",,,
CMT04,Comments,Inline passage comment,"As a reader, I want to select text and comment right there, so that I don't lose my place.","Selecting text surfaces a floating 'Add comment' → anchored composer with a tracking highlight; ⌘Enter submits; appears only on selection (tacit) and only on docs/notes, not the task drawer.","components/editor/RichTextEditor.tsx:304-356,453-671",tested,code-trace of cited path:line,pass,none,,,,
CMT05,Comments,Resolve / reopen comment,"As a member, I want to mark feedback resolved, so that the open count reflects outstanding work.",Per-comment resolve/reopen with pending state; success toast; resolved move to collapsible muted section (good).,"components/docs/CommentsPanel.tsx:87-96,282-334",tested,code-trace of cited path:line,pass,none,,,,
CMT06,Comments,Delete comment,"As a member, I want to delete a comment safely, so that I remove mistakes.",Confirm dialog (cannot be undone); busy state; success toast (good).,"components/docs/CommentsPanel.tsx:97-107,337-348",tested,code-trace of cited path:line,pass,none,,,,
CMT07,Comments,Task comments reachability,"As a board user, I want to comment on a task, so that I discuss it with a teammate/agent where I work.","A real user expects to comment on a task from the board; the TaskDrawer renders NO comments rail, so task comments are only reachable via the canvas detail panel or MCP — an inconsistency with docs/notes.",components/board/TaskDrawer.tsx (no CommentsPanel);canvas/TaskDetail.tsx:51,error,code-trace of cited path:line,fail,ux:consistency,Task drawer has no comments rail; task comments unreachable from board,,,
IMG01,Editor/Image,Upload / embed image,"As an author, I want to add images by button/paste/drop, so that I illustrate content.",Hosted upload to /api/v1/files with lean URL; on failure or no project it silently falls back to inline base64 (user never told it wasn't hosted); no upload progress/spinner; toolbar uses hardcoded hex (no dark-mode).,"components/editor/RichTextEditor.tsx:179-203,366-758;image-upload.ts:18-57",error,code-trace of cited path:line,fail,ux:consistency,Image upload has no progress indicator; toolbar hardcoded hex (no dark mode),,,
IMG02,Editor/Image,Annotate image,"As a reviewer, I want to draw arrows/boxes/labels on an image, so that I point precisely.",Hover→Annotate; SVG overlay + tools + color + undo + done; round-trips as re-editable JSON; Annotate only appears on hover (tacit affordance).,components/editor/AnnotatableImage.tsx:42-513,error,code-trace of cited path:line,fail,ux:hidden-affordance,Annotate only appears on hover,,,
IMG03,Editor/Image,Blur / redact region,"As a reviewer, I want to permanently blur sensitive parts before sharing, so that I don't leak data to the portal.",Blur baked into the persisted original on Done (un-redacted pixels never stored); irreversible with no confirm/warning that Done makes redaction permanent.,"components/editor/AnnotatableImage.tsx:69-110,455-466",retested-pass,code-trace of cited path:line,fail,ux:change-feels-like-loss,Blur redaction is permanent on Done with no confirm/warning,Blur redaction confirms permanence before baking,components/editor/AnnotatableImage.tsx,"pass (build+test green, +3 tests)"
